time,open,high,low,close,volume
2024-01-02 07:00:00,1.1011000000,1.1024500000,1.1008500000,1.1022000000,1310.0000000000
2024-01-02 08:00:00,1.1022000000,1.1035500000,1.1019500000,1.1033000000,1320.0000000000
2024-01-02 09:00:00,1.1033000000,1.1046500000,1.1030500000,1.1044000000,1330.0000000000
2024-01-02 10:00:00,1.1044000000,1.1057500000,1.1041500000,1.1055000000,1340.0000000000
2024-01-02 11:00:00,1.1055000000,1.1068500000,1.1052500000,1.1066000000,1350.0000000000
2024-01-02 12:00:00,1.1066000000,1.1079500000,1.1063500000,1.1077000000,1360.0000000000
2024-01-02 13:00:00,1.1077000000,1.1090500000,1.1074500000,1.1088000000,1370.0000000000
2024-01-02 14:00:00,1.1088000000,1.1101500000,1.1085500000,1.1099000000,1380.0000000000
2024-01-02 15:00:00,1.1099000000,1.1112500000,1.1096500000,1.1110000000,1390.0000000000
2024-01-02 16:00:00,1.1110000000,1.1123500000,1.1107500000,1.1121000000,1400.0000000000
2024-01-02 17:00:00,1.1121000000,1.1134500000,1.1118500000,1.1132000000,1410.0000000000
2024-01-02 18:00:00,1.1132000000,1.1145500000,1.1129500000,1.1143000000,1420.0000000000
2024-01-02 19:00:00,1.1143000000,1.1156500000,1.1140500000,1.1154000000,1430.0000000000
2024-01-02 20:00:00,1.1154000000,1.1167500000,1.1151500000,1.1165000000,1440.0000000000
2024-01-02 21:00:00,1.1165000000,1.1178500000,1.1162500000,1.1176000000,1450.0000000000
2024-01-02 22:00:00,1.1176000000,1.1189500000,1.1173500000,1.1187000000,1460.0000000000
2024-01-02 23:00:00,1.1187000000,1.1200500000,1.1184500000,1.1198000000,1470.0000000000
2024-01-03 00:00:00,1.1198000000,1.1211500000,1.1195500000,1.1209000000,1480.0000000000
2024-01-03 01:00:00,1.1209000000,1.1222500000,1.1206500000,1.1220000000,1490.0000000000
2024-01-03 02:00:00,1.1220000000,1.1233500000,1.1217500000,1.1231000000,1500.0000000000
2024-01-03 03:00:00,1.1231000000,1.1244500000,1.1228500000,1.1242000000,1510.0000000000
2024-01-03 04:00:00,1.1242000000,1.1255500000,1.1239500000,1.1253000000,1520.0000000000
2024-01-03 05:00:00,1.1253000000,1.1266500000,1.1250500000,1.1264000000,1530.0000000000
2024-01-03 06:00:00,1.1264000000,1.1277500000,1.1261500000,1.1275000000,1540.0000000000
2024-01-03 07:00:00,1.1275000000,1.1277500000,1.1222500000,1.1225000000,1550.0000000000
2024-01-03 08:00:00,1.1225000000,1.1227500000,1.1172500000,1.1175000000,1560.0000000000
2024-01-03 09:00:00,1.1175000000,1.1177500000,1.1122500000,1.1125000000,1570.0000000000
2024-01-03 10:00:00,1.1125000000,1.1127500000,1.1072500000,1.1075000000,1580.0000000000
2024-01-03 11:00:00,1.1075000000,1.1077500000,1.1059500000,1.1062000000,1590.0000000000
2024-01-03 12:00:00,1.1062000000,1.1064500000,1.1046500000,1.1049000000,1600.0000000000
2024-01-03 13:00:00,1.1049000000,1.1051500000,1.1033500000,1.1036000000,1610.0000000000
2024-01-03 14:00:00,1.1036000000,1.1038500000,1.1020500000,1.1023000000,1620.0000000000
2024-01-03 15:00:00,1.1023000000,1.1025500000,1.1007500000,1.1010000000,1630.0000000000
2024-01-03 16:00:00,1.1010000000,1.1012500000,1.0994500000,1.0997000000,1640.0000000000
2024-01-03 17:00:00,1.0997000000,1.0999500000,1.0981500000,1.0984000000,1650.0000000000
2024-01-03 18:00:00,1.0984000000,1.0986500000,1.0968500000,1.0971000000,1660.0000000000
2024-01-03 19:00:00,1.0971000000,1.0973500000,1.0955500000,1.0958000000,1670.0000000000
2024-01-03 20:00:00,1.0958000000,1.0960500000,1.0942500000,1.0945000000,1680.0000000000
2024-01-03 21:00:00,1.0945000000,1.0947500000,1.0929500000,1.0932000000,1690.0000000000
2024-01-03 22:00:00,1.0932000000,1.0934500000,1.0916500000,1.0919000000,1700.0000000000
2024-01-03 23:00:00,1.0919000000,1.0921500000,1.0903500000,1.0906000000,1710.0000000000
2024-01-04 00:00:00,1.0906000000,1.0908500000,1.0890500000,1.0893000000,1720.0000000000
2024-01-04 01:00:00,1.0893000000,1.0895500000,1.0877500000,1.0880000000,1730.0000000000
2024-01-04 02:00:00,1.0880000000,1.0882500000,1.0864500000,1.0867000000,1740.0000000000
2024-01-04 03:00:00,1.0867000000,1.0869500000,1.0851500000,1.0854000000,1750.0000000000
2024-01-04 04:00:00,1.0854000000,1.0856500000,1.0838500000,1.0841000000,1760.0000000000
2024-01-04 05:00:00,1.0841000000,1.0901000000,1.0761000000,1.0841000000,1770.0000000000
2024-01-04 06:00:00,1.0841000000,1.0931000000,1.0721000000,1.0841000000,1780.0000000000
2024-01-04 07:00:00,1.0841000000,1.0857500000,1.0838500000,1.0855000000,1790.0000000000
2024-01-04 08:00:00,1.0855000000,1.0871500000,1.0852500000,1.0869000000,1800.0000000000
2024-01-04 09:00:00,1.0869000000,1.0885500000,1.0866500000,1.0883000000,1810.0000000000
2024-01-04 10:00:00,1.0883000000,1.0899500000,1.0880500000,1.0897000000,1820.0000000000
2024-01-04 11:00:00,1.0897000000,1.0913500000,1.0894500000,1.0911000000,1830.0000000000
2024-01-04 12:00:00,1.0911000000,1.0927500000,1.0908500000,1.0925000000,1840.0000000000
2024-01-04 13:00:00,1.0925000000,1.0941500000,1.0922500000,1.0939000000,1850.0000000000
2024-01-04 14:00:00,1.0939000000,1.0955500000,1.0936500000,1.0953000000,1860.0000000000
2024-01-04 15:00:00,1.0953000000,1.0969500000,1.0950500000,1.0967000000,1870.0000000000
2024-01-04 16:00:00,1.0967000000,1.0983500000,1.0964500000,1.0981000000,1880.0000000000
2024-01-04 17:00:00,1.0981000000,1.0997500000,1.0978500000,1.0995000000,1890.0000000000
2024-01-04 18:00:00,1.0995000000,1.1011500000,1.0992500000,1.1009000000,1900.0000000000
2024-01-04 19:00:00,1.1009000000,1.1025500000,1.1006500000,1.1023000000,1910.0000000000
2024-01-04 20:00:00,1.1023000000,1.1039500000,1.1020500000,1.1037000000,1920.0000000000
2024-01-04 21:00:00,1.1037000000,1.1053500000,1.1034500000,1.1051000000,1930.0000000000
2024-01-04 22:00:00,1.1051000000,1.1067500000,1.1048500000,1.1065000000,1940.0000000000
2024-01-04 23:00:00,1.1065000000,1.1081500000,1.1062500000,1.1079000000,1950.0000000000
2024-01-05 00:00:00,1.1079000000,1.1095500000,1.1076500000,1.1093000000,1960.0000000000
2024-01-05 01:00:00,1.1093000000,1.1095500000,1.1090500000,1.1093000000,1970.0000000000
2024-01-05 02:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,1980.0000000000
2024-01-05 03:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,1990.0000000000
2024-01-05 04:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2000.0000000000
2024-01-05 05:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2010.0000000000
2024-01-05 06:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2020.0000000000
2024-01-05 07:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2030.0000000000
2024-01-05 08:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2040.0000000000
2024-01-05 09:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2050.0000000000
2024-01-05 10:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2060.0000000000
2024-01-05 11:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2070.0000000000
2024-01-05 12:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2080.0000000000
2024-01-05 13:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2090.0000000000
2024-01-05 14:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2100.0000000000
2024-01-05 15:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2110.0000000000
2024-01-05 16:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2120.0000000000
2024-01-05 17:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2130.0000000000
2024-01-05 18:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2140.0000000000
2024-01-05 19:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2150.0000000000
2024-01-05 20:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2160.0000000000
2024-01-05 21:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2170.0000000000
2024-01-05 22:00:00,1.1093000000,1.1095700000,1.1090500000,1.1093200000,2180.0000000000
2024-01-05 23:00:00,1.1093200000,1.1095700000,1.1090500000,1.1093000000,2190.0000000000
